Date,Task,Estimated Time (hours),Actual Time (hours),Status
2024-02-28,Reading,2.4,3.5,Completed
2024-02-29,Reading,2.3,3.2,Completed
2024-02-29,weightlifting,3.6,4.9,Completed
2024-03-01,Study Blender,1.0,0.8,Not Completed
2024-03-01,Reading,2.0,1.7,Not Completed
2024-03-01,Housework,3.5,3.1,Not Completed
2024-03-01,weightlifting,1.0,0.8,Not Completed
2024-03-02,Study History,1.2,0.8,Not Completed
2024-03-02,weightlifting,1.8,1.6,Not Completed
2024-03-02,Webpage Design,2.0,2.4,Completed
2024-03-02,Housework,2.1,2.5,Completed
2024-03-03,weightlifting,3.2,3.7,Completed
2024-03-03,Yoga,2.6,3.2,Completed
2024-03-04,Webpage Design,2.1,1.7,Not Completed
2024-03-04,Study Programming,1.4,1.4,Completed
2024-03-04,Yoga,2.1,2.3,Completed
2024-03-04,Study History,2.4,3.3,Completed
2024-03-05,Yoga,3.0,2.4,Not Completed
2024-03-05,Study History,2.0,2.0,Completed
2024-03-05,Reading,1.7,2.1,Completed
2024-03-05,Study Programming,2.6,3.1,Completed
2024-03-05,Webpage Design,3.6,4.1,Completed
2024-03-05,weightlifting,3.1,3.3,Completed
2024-03-06,Study Blender,1.1,1.1,Completed
2024-03-06,Yoga,2.3,3.1,Completed
2024-03-06,Webpage Design,1.2,0.9,Not Completed
2024-03-06,weightlifting,3.4,2.7,Not Completed
2024-03-06,Study History,2.9,2.3,Not Completed
2024-03-07,Study History,3.6,3.4,Not Completed
2024-03-07,Webpage Design,3.2,2.9,Not Completed
2024-03-07,weightlifting,2.8,3.3,Completed
2024-03-07,Study Programming,3.9,3.2,Not Completed
2024-03-07,Yoga,1.5,2.2,Completed
2024-03-08,Study History,2.4,2.8,Completed
2024-03-08,Reading,3.2,2.9,Not Completed
2024-03-08,Webpage Design,2.7,2.3,Not Completed
2024-03-08,Housework,3.1,2.6,Not Completed
2024-03-08,Study Blender,1.2,1.1,Not Completed
2024-03-08,Study Programming,2.3,1.6,Not Completed
2024-03-09,Webpage Design,1.9,2.5,Completed
2024-03-09,Study Programming,1.3,1.3,Completed
2024-03-09,Yoga,0.7,0.8,Completed
2024-03-09,Study History,3.8,3.4,Not Completed
2024-03-09,Housework,2.8,2.1,Not Completed
2024-03-09,weightlifting,1.8,1.5,Not Completed
2024-03-10,weightlifting,1.8,2.2,Completed
2024-03-10,Study History,0.8,1.0,Completed
2024-03-10,Study Blender,2.5,3.1,Completed
2024-03-10,Webpage Design,2.0,1.6,Not Completed
2024-03-10,Yoga,2.9,2.6,Not Completed
2024-03-10,Housework,0.6,0.8,Completed
2024-03-11,Housework,0.5,0.6,Completed
2024-03-11,Study Blender,1.6,1.6,Completed
2024-03-12,weightlifting,1.6,1.9,Completed
2024-03-12,Study History,3.3,2.8,Not Completed
2024-03-13,Webpage Design,3.1,2.7,Not Completed
2024-03-13,Yoga,2.7,2.3,Not Completed
2024-03-13,Housework,1.7,2.4,Completed
2024-03-13,weightlifting,1.3,1.0,Not Completed
2024-03-13,Study Blender,1.1,1.2,Completed
2024-03-14,Yoga,2.0,2.9,Completed
2024-03-14,Webpage Design,1.6,1.8,Completed
2024-03-14,weightlifting,0.5,0.4,Not Completed
2024-03-14,Study Programming,3.3,4.7,Completed
2024-03-14,Housework,2.7,2.9,Completed
2024-03-15,Study Programming,0.8,0.9,Completed
2024-03-15,weightlifting,1.4,1.9,Completed
2024-03-15,Study Blender,3.9,5.1,Completed
2024-03-16,Webpage Design,3.2,4.5,Completed
2024-03-16,Study Blender,2.7,3.4,Completed
2024-03-16,Study Programming,2.5,2.1,Not Completed
2024-03-16,Reading,2.4,1.8,Not Completed
2024-03-16,Study History,1.0,0.8,Not Completed
2024-03-16,Housework,2.5,3.6,Completed
2024-03-17,Study Blender,1.6,1.7,Completed
2024-03-17,Reading,3.8,5.0,Completed
2024-03-18,Study Blender,2.4,3.5,Completed
2024-03-18,weightlifting,1.5,2.2,Completed
2024-03-18,Study History,2.2,1.7,Not Completed
2024-03-18,Webpage Design,1.4,1.1,Not Completed
2024-03-19,Study History,3.7,2.7,Not Completed
2024-03-19,Webpage Design,3.6,4.9,Completed
2024-03-19,Study Programming,1.1,1.6,Completed
2024-03-19,weightlifting,3.1,3.6,Completed
2024-03-19,Yoga,2.7,3.1,Completed
2024-03-19,Reading,2.5,2.1,Not Completed
2024-03-20,weightlifting,0.7,1.0,Completed
2024-03-20,Study History,0.6,0.6,Completed
2024-03-20,Webpage Design,1.6,2.0,Completed
2024-03-20,Reading,4.0,2.8,Not Completed
2024-03-20,Yoga,2.9,3.0,Completed
2024-03-21,Webpage Design,1.9,2.8,Completed
2024-03-21,Housework,1.2,0.9,Not Completed
2024-03-21,Study Blender,0.9,0.6,Not Completed
2024-03-21,Reading,1.1,1.0,Not Completed
2024-03-22,Study Programming,1.1,1.5,Completed
2024-03-22,Yoga,1.8,1.9,Completed
2024-03-22,weightlifting,2.2,2.8,Completed
2024-03-22,Reading,2.4,2.2,Not Completed
2024-03-22,Housework,2.6,2.1,Not Completed
2024-03-22,Study Blender,1.3,1.5,Completed
2024-03-23,Study History,0.6,0.8,Completed
2024-03-23,Housework,1.9,1.4,Not Completed
2024-03-23,Reading,2.6,2.3,Not Completed
2024-03-23,Study Programming,1.5,2.0,Completed
2024-03-24,Webpage Design,3.9,3.2,Not Completed
2024-03-24,Study History,0.6,0.7,Completed
2024-03-24,Reading,1.7,1.3,Not Completed
2024-03-24,Housework,2.8,2.3,Not Completed
2024-03-24,Yoga,1.2,1.1,Not Completed
2024-03-25,Reading,2.3,3.2,Completed
2024-03-25,Study Programming,3.5,3.6,Completed
2024-03-25,Study Blender,3.8,4.8,Completed
2024-03-25,weightlifting,3.7,3.1,Not Completed
2024-03-26,Study History,1.3,1.4,Completed
2024-03-26,Housework,2.9,3.2,Completed
2024-03-27,Housework,2.3,2.3,Completed
2024-03-27,Study History,3.9,5.6,Completed
2024-03-27,Study Blender,3.6,5.0,Completed
2024-03-27,Reading,2.5,2.1,Not Completed
2024-03-27,Webpage Design,1.4,1.5,Completed
2024-03-27,weightlifting,2.1,2.2,Completed
2024-03-28,Study Blender,3.0,2.1,Not Completed
2024-03-28,Housework,2.5,2.9,Completed
2024-03-28,weightlifting,1.3,1.6,Completed
2024-03-28,Study History,3.6,3.7,Completed
2024-03-28,Webpage Design,3.0,4.1,Completed
2024-03-28,Yoga,3.1,3.8,Completed
2024-03-29,Study Programming,3.6,4.6,Completed
2024-03-29,Yoga,2.6,2.4,Not Completed
2024-03-29,Study History,3.1,3.9,Completed
2024-03-29,Housework,2.5,2.7,Completed
2024-03-29,weightlifting,3.5,4.2,Completed
2024-03-30,Study Programming,2.7,2.6,Not Completed
2024-03-30,Housework,1.0,0.9,Not Completed
2024-03-30,Study Blender,1.9,1.3,Not Completed
2024-03-30,Reading,1.7,2.3,Completed
2024-03-31,Study History,2.5,3.2,Completed
2024-03-31,Yoga,3.9,5.5,Completed
2024-04-01,Housework,0.8,1.1,Completed
2024-04-01,Webpage Design,2.1,1.5,Not Completed
2024-04-02,Study History,3.6,5.0,Completed
2024-04-02,Reading,1.6,1.9,Completed
2024-04-02,Study Programming,1.3,1.1,Not Completed
2024-04-03,Reading,2.8,2.3,Not Completed
2024-04-03,Housework,3.0,4.1,Completed
2024-04-04,Housework,2.8,2.3,Not Completed
2024-04-04,Webpage Design,1.9,2.5,Completed
2024-04-05,Study Programming,3.0,3.0,Completed
2024-04-05,Housework,0.5,0.7,Completed
2024-04-05,Reading,2.9,3.3,Completed
2024-04-06,Study History,2.0,2.4,Completed
2024-04-06,Study Blender,3.4,3.3,Not Completed
2024-04-06,Webpage Design,3.8,5.3,Completed
2024-04-06,Study Programming,2.8,3.0,Completed
2024-04-06,Yoga,2.4,3.0,Completed
2024-04-06,weightlifting,3.0,3.1,Completed
2024-04-07,Study Programming,3.8,4.4,Completed
2024-04-07,Webpage Design,2.9,3.8,Completed
2024-04-07,Yoga,3.9,2.9,Not Completed
2024-04-07,Study History,3.3,3.0,Not Completed
2024-04-07,Housework,2.8,3.5,Completed
2024-04-07,Reading,4.0,4.0,Completed
2024-04-08,Yoga,3.1,3.8,Completed
2024-04-08,Study History,3.5,4.0,Completed
2024-04-08,Reading,3.0,4.1,Completed
2024-04-09,Housework,0.8,1.0,Completed
2024-04-09,Study Programming,2.6,2.2,Not Completed
2024-04-09,Study History,2.5,3.4,Completed
2024-04-09,Study Blender,2.3,2.2,Not Completed
2024-04-09,weightlifting,2.4,3.3,Completed
2024-04-10,Webpage Design,2.1,1.9,Not Completed
2024-04-10,Study Blender,3.1,3.3,Completed
2024-04-11,Study Blender,1.2,1.5,Completed
2024-04-11,Webpage Design,2.4,3.4,Completed
2024-04-11,Study History,1.4,1.1,Not Completed
2024-04-11,Study Programming,3.3,2.9,Not Completed
2024-04-11,weightlifting,3.0,4.1,Completed
2024-04-11,Housework,2.8,2.3,Not Completed
2024-04-12,Study Blender,0.8,0.9,Completed
2024-04-12,Study History,3.7,4.6,Completed
2024-04-12,Reading,2.7,3.9,Completed
2024-04-12,Yoga,3.2,3.8,Completed
2024-04-13,Webpage Design,1.4,1.1,Not Completed
2024-04-13,Reading,1.5,2.2,Completed
2024-04-13,Study History,2.8,3.5,Completed
2024-04-13,Yoga,3.9,3.7,Not Completed
2024-04-13,Study Blender,0.6,0.8,Completed
2024-04-13,Housework,2.7,3.8,Completed
2024-04-14,Study Blender,3.1,4.4,Completed
2024-04-14,Study History,2.5,3.5,Completed
2024-04-14,weightlifting,0.8,0.8,Completed
2024-04-15,Housework,3.9,2.9,Not Completed
2024-04-15,Webpage Design,1.9,2.3,Completed
2024-04-15,Yoga,2.4,3.0,Completed
2024-04-15,Study Blender,0.8,1.0,Completed
2024-04-16,Study History,3.9,5.1,Completed
2024-04-16,Study Blender,2.1,1.9,Not Completed
2024-04-16,Housework,0.9,1.3,Completed
2024-04-16,Study Programming,3.9,2.8,Not Completed
2024-04-17,Housework,3.3,2.6,Not Completed
2024-04-17,Study History,2.0,2.5,Completed
2024-04-17,Reading,2.6,3.6,Completed
2024-04-17,Study Programming,3.9,3.0,Not Completed
2024-04-18,Housework,3.1,3.9,Completed
2024-04-18,weightlifting,1.8,2.0,Completed
2024-04-18,Webpage Design,3.2,4.2,Completed
2024-04-18,Yoga,3.2,2.6,Not Completed
2024-04-18,Study Blender,1.2,1.2,Completed
2024-04-19,Yoga,3.0,4.3,Completed
2024-04-19,Study Blender,3.3,3.6,Completed
2024-04-19,Study Programming,2.0,1.6,Not Completed
2024-04-19,Webpage Design,3.5,2.7,Not Completed
2024-04-20,Reading,1.8,1.3,Not Completed
2024-04-20,Webpage Design,1.2,1.0,Not Completed
2024-04-20,Study Blender,3.7,4.9,Completed
2024-04-21,Yoga,3.2,3.7,Completed
2024-04-21,Webpage Design,1.3,1.5,Completed
2024-04-21,Study History,1.2,1.4,Completed
2024-04-21,weightlifting,3.0,2.2,Not Completed
2024-04-22,Webpage Design,0.5,0.4,Not Completed
2024-04-22,Reading,2.1,1.8,Not Completed
2024-04-22,Study Blender,1.6,2.2,Completed
2024-04-22,Study History,1.7,2.2,Completed
2024-04-22,Housework,0.8,1.0,Completed
2024-04-22,weightlifting,1.8,2.5,Completed
2024-04-23,Reading,2.1,3.1,Completed
2024-04-23,weightlifting,2.8,3.8,Completed
2024-04-23,Study History,1.1,1.1,Completed
2024-04-24,Study Programming,0.7,1.0,Completed
2024-04-24,Webpage Design,2.5,3.5,Completed
2024-04-24,Study Blender,1.8,2.6,Completed
2024-04-25,Study Blender,0.8,0.8,Completed
2024-04-25,Reading,0.8,1.2,Completed
2024-04-25,Yoga,1.6,2.4,Completed
2024-04-26,weightlifting,1.6,1.9,Completed
2024-04-26,Study Programming,1.0,1.2,Completed
2024-04-27,Yoga,3.0,3.8,Completed
2024-04-27,weightlifting,1.6,2.4,Completed
2024-04-27,Housework,1.9,1.4,Not Completed
2024-04-27,Study History,0.5,0.5,Completed
2024-04-27,Reading,1.9,1.9,Completed
2024-04-27,Study Blender,0.5,0.5,Completed
2024-04-28,Yoga,1.5,1.1,Not Completed
2024-04-28,Study Blender,2.4,2.2,Not Completed
2024-04-28,Webpage Design,1.1,0.9,Not Completed
2024-04-28,Housework,3.1,4.3,Completed
2024-04-28,weightlifting,3.1,2.6,Not Completed
2024-04-29,Webpage Design,1.2,1.6,Completed
2024-04-29,Reading,3.0,2.4,Not Completed
2024-04-29,Study Programming,3.6,3.4,Not Completed
2024-04-29,Study History,0.7,1.0,Completed
2024-04-30,Yoga,0.9,0.9,Completed
2024-04-30,Webpage Design,0.8,0.8,Completed
2024-05-01,weightlifting,1.4,1.5,Completed
2024-05-01,Webpage Design,4.0,2.9,Not Completed
2024-05-01,Study Programming,1.4,1.5,Completed
2024-05-01,Study History,2.8,3.7,Completed
2024-05-02,Yoga,2.7,2.7,Completed
2024-05-02,Study Programming,1.2,0.9,Not Completed
2024-05-02,Housework,1.7,1.5,Not Completed
2024-05-02,Reading,2.7,3.9,Completed
2024-05-03,Housework,2.0,2.8,Completed
2024-05-03,Study History,1.0,1.0,Completed
2024-05-04,Housework,2.1,2.1,Completed
2024-05-04,weightlifting,2.9,2.7,Not Completed
2024-05-04,Study Programming,2.2,2.4,Completed
2024-05-05,Study History,2.8,4.1,Completed
2024-05-05,Yoga,1.6,2.0,Completed
2024-05-05,weightlifting,3.6,3.9,Completed
2024-05-06,Housework,4.0,4.2,Completed
2024-05-06,Reading,1.8,2.6,Completed
2024-05-06,weightlifting,1.7,2.0,Completed
2024-05-06,Study Blender,2.0,2.4,Completed
2024-05-06,Study Programming,2.4,3.6,Completed
2024-05-07,Reading,3.4,2.4,Not Completed
2024-05-07,Study History,3.7,3.3,Not Completed
2024-05-07,Yoga,0.6,0.5,Not Completed
2024-05-08,Housework,1.2,1.6,Completed
2024-05-08,Study History,2.8,2.5,Not Completed
2024-05-09,Study Programming,3.5,5.0,Completed
2024-05-09,Study History,3.4,3.7,Completed
2024-05-09,Yoga,2.9,3.6,Completed
2024-05-09,weightlifting,2.8,3.8,Completed
2024-05-10,Yoga,0.7,0.6,Not Completed
2024-05-10,Webpage Design,1.4,1.3,Not Completed
2024-05-11,Study Blender,0.7,0.6,Not Completed
2024-05-11,Yoga,3.2,4.0,Completed
2024-05-11,Reading,3.4,4.5,Completed
2024-05-11,Study Programming,2.8,2.7,Not Completed
2024-05-11,weightlifting,3.1,3.2,Completed
2024-05-12,Study Blender,1.7,2.0,Completed
2024-05-12,Reading,3.3,4.2,Completed
2024-05-13,weightlifting,3.6,3.5,Not Completed
2024-05-13,Reading,1.3,1.2,Not Completed
2024-05-13,Yoga,2.3,1.9,Not Completed
2024-05-13,Study Programming,1.0,1.2,Completed
2024-05-13,Housework,0.6,0.7,Completed
2024-05-13,Study Blender,3.3,2.5,Not Completed
2024-05-14,Yoga,2.5,1.8,Not Completed
2024-05-14,weightlifting,2.7,2.1,Not Completed
2024-05-14,Reading,1.7,1.6,Not Completed
2024-05-14,Study Blender,1.6,2.2,Completed
2024-05-15,Webpage Design,2.2,2.4,Completed
2024-05-15,Yoga,3.8,3.0,Not Completed
2024-05-15,Study Blender,3.5,5.2,Completed
2024-05-15,Study Programming,1.5,2.1,Completed
2024-05-15,weightlifting,2.9,3.2,Completed
2024-05-15,Housework,0.7,1.0,Completed
2024-05-16,Housework,0.7,0.7,Completed
2024-05-16,Study History,2.3,2.8,Completed
2024-05-16,Study Programming,3.5,3.1,Not Completed
2024-05-16,Reading,3.7,5.1,Completed
2024-05-16,Webpage Design,1.4,2.0,Completed
2024-05-17,Yoga,1.1,1.0,Not Completed
2024-05-17,Reading,2.0,2.2,Completed
2024-05-17,Study Programming,1.1,0.9,Not Completed
2024-05-17,Study History,3.8,3.9,Completed
2024-05-17,Study Blender,3.6,4.7,Completed
2024-05-18,Reading,3.1,4.3,Completed
2024-05-18,weightlifting,1.0,1.3,Completed
2024-05-18,Study Blender,2.3,2.5,Completed
2024-05-18,Yoga,2.1,2.6,Completed
2024-05-18,Housework,2.4,1.7,Not Completed
2024-05-18,Webpage Design,0.9,0.7,Not Completed
2024-05-19,Study History,3.5,4.1,Completed
2024-05-19,Study Programming,3.7,3.0,Not Completed
2024-05-19,weightlifting,1.4,1.6,Completed
2024-05-19,Study Blender,3.6,4.1,Completed
2024-05-20,Study History,2.3,2.0,Not Completed
2024-05-20,Webpage Design,3.0,4.3,Completed
2024-05-20,Study Programming,2.8,3.1,Completed
2024-05-20,Housework,1.5,1.7,Completed
2024-05-21,Yoga,2.8,2.0,Not Completed
2024-05-21,Study History,1.4,1.1,Not Completed
2024-05-22,weightlifting,3.7,4.1,Completed
2024-05-22,Reading,3.8,4.4,Completed
2024-05-22,Housework,3.4,4.1,Completed
2024-05-22,Study Programming,2.5,3.4,Completed
2024-05-23,Reading,4.0,3.1,Not Completed
2024-05-23,Study Blender,2.7,3.2,Completed
2024-05-23,Study Programming,2.8,2.2,Not Completed
2024-05-23,Webpage Design,2.5,2.6,Completed
2024-05-23,Study History,1.0,1.2,Completed
2024-05-24,Yoga,3.4,4.0,Completed
2024-05-24,Reading,1.0,1.5,Completed
2024-05-24,Study Programming,3.5,3.1,Not Completed
2024-05-25,Yoga,0.6,0.8,Completed
2024-05-25,Housework,3.6,2.8,Not Completed
2024-05-25,weightlifting,1.7,2.5,Completed
2024-05-25,Study Programming,0.8,0.6,Not Completed
2024-05-25,Reading,1.9,1.4,Not Completed
2024-05-26,weightlifting,2.6,3.8,Completed
2024-05-26,Reading,3.6,3.7,Completed
2024-05-26,Study History,4.0,5.9,Completed
2024-05-27,Reading,1.9,1.7,Not Completed
2024-05-27,Study Blender,1.4,1.1,Not Completed
2024-05-27,Webpage Design,0.9,0.9,Completed
2024-05-27,Yoga,3.3,4.2,Completed
2024-05-28,Webpage Design,2.4,3.5,Completed
2024-05-28,Study Programming,0.5,0.6,Completed
2024-05-28,weightlifting,2.6,2.1,Not Completed
2024-05-28,Housework,2.8,2.4,Not Completed
2024-05-28,Reading,3.2,3.5,Completed
2024-05-28,Study History,2.3,2.7,Completed
2024-05-29,Study History,3.6,4.1,Completed
2024-05-29,Reading,1.1,0.8,Not Completed
2024-05-30,Housework,3.5,2.5,Not Completed
2024-05-30,Study Blender,1.5,1.8,Completed
2024-05-30,Yoga,1.7,2.4,Completed
2024-05-30,Study History,1.3,1.4,Completed
2024-05-31,Study History,1.5,2.0,Completed
2024-05-31,Yoga,3.4,4.0,Completed
2024-06-01,weightlifting,3.1,3.6,Completed
2024-06-01,Yoga,2.8,2.3,Not Completed
2024-06-01,Study Blender,1.0,1.2,Completed
2024-06-01,Study History,3.2,3.2,Completed
2024-06-01,Study Programming,3.7,4.2,Completed
2024-06-01,Housework,1.6,2.2,Completed
2024-06-02,Yoga,3.4,2.6,Not Completed
2024-06-02,Housework,2.5,3.6,Completed
2024-06-03,Reading,3.2,2.6,Not Completed
2024-06-03,Yoga,1.5,1.7,Completed
2024-06-03,Webpage Design,1.7,1.2,Not Completed
2024-06-03,Study History,1.8,1.6,Not Completed
2024-06-03,Housework,1.4,1.2,Not Completed
2024-06-03,Study Blender,1.6,2.2,Completed
2024-06-04,Reading,3.9,5.6,Completed
2024-06-04,Webpage Design,2.8,3.8,Completed
2024-06-04,Housework,3.3,2.8,Not Completed
2024-06-04,Study History,2.5,2.5,Completed
2024-06-05,Webpage Design,0.7,0.8,Completed
2024-06-05,Study Blender,3.9,4.9,Completed
2024-06-05,Housework,2.9,2.5,Not Completed
2024-06-05,Yoga,3.4,3.2,Not Completed
2024-06-05,Study History,2.0,1.4,Not Completed
2024-06-06,Study Blender,2.7,3.5,Completed
2024-06-06,Webpage Design,0.9,0.9,Completed
2024-06-06,Housework,2.1,1.9,Not Completed
2024-06-07,Webpage Design,1.5,2.2,Completed
2024-06-07,Study Programming,0.8,0.8,Completed
2024-06-07,Reading,3.1,3.4,Completed
2024-06-07,Study History,1.3,1.7,Completed
2024-06-07,Yoga,1.1,1.4,Completed
2024-06-08,Housework,1.0,0.8,Not Completed
2024-06-08,weightlifting,1.5,1.5,Completed
2024-06-08,Study Blender,1.7,1.5,Not Completed
2024-06-08,Reading,3.8,5.4,Completed
2024-06-08,Yoga,1.3,1.5,Completed
2024-06-09,Yoga,3.5,3.2,Not Completed
2024-06-09,Webpage Design,3.8,3.6,Not Completed
2024-06-10,Study Programming,1.7,2.1,Completed
2024-06-10,Housework,3.0,2.1,Not Completed
2024-06-10,Reading,2.0,2.6,Completed
2024-06-11,Study Blender,3.0,3.4,Completed
2024-06-11,Reading,2.0,1.6,Not Completed
2024-06-11,Webpage Design,2.4,3.0,Completed
2024-06-12,Reading,2.1,1.8,Not Completed
2024-06-12,Yoga,3.0,4.4,Completed
2024-06-13,Housework,3.9,5.2,Completed
2024-06-13,Study History,3.8,2.8,Not Completed
2024-06-13,weightlifting,2.7,2.1,Not Completed
2024-06-13,Reading,2.3,3.1,Completed
2024-06-13,Study Blender,1.9,1.8,Not Completed
2024-06-13,Study Programming,1.3,1.8,Completed
2024-06-14,Study History,2.7,3.1,Completed
2024-06-14,Reading,2.5,3.1,Completed
2024-06-14,weightlifting,1.2,1.0,Not Completed
2024-06-14,Housework,1.0,1.1,Completed
2024-06-14,Study Blender,1.8,1.4,Not Completed
2024-06-15,Reading,3.9,5.7,Completed
2024-06-15,Yoga,1.4,1.4,Completed
2024-06-15,Study Programming,3.0,4.4,Completed
2024-06-15,Housework,1.1,1.1,Completed
2024-06-15,weightlifting,0.5,0.4,Not Completed
2024-06-15,Study Blender,1.3,1.0,Not Completed
2024-06-16,Housework,2.2,1.9,Not Completed
2024-06-16,Study Programming,2.7,3.0,Completed
2024-06-17,Study History,1.7,2.4,Completed
2024-06-17,Yoga,3.5,3.7,Completed
2024-06-17,Reading,2.0,1.8,Not Completed
2024-06-17,Study Blender,3.1,4.3,Completed
2024-06-17,weightlifting,1.2,1.2,Completed
2024-06-18,weightlifting,1.2,1.4,Completed
2024-06-18,Study Blender,1.3,1.4,Completed
2024-06-18,Housework,1.2,1.7,Completed
2024-06-18,Study Programming,3.8,3.1,Not Completed
2024-06-19,Reading,3.0,3.9,Completed
2024-06-19,Yoga,3.9,3.4,Not Completed
2024-06-19,Study Blender,3.6,2.9,Not Completed
2024-06-20,Reading,1.1,1.0,Not Completed
2024-06-20,Housework,0.8,0.9,Completed
2024-06-20,Study History,2.1,1.9,Not Completed
2024-06-20,Yoga,2.8,2.6,Not Completed
2024-06-20,Study Blender,1.9,2.3,Completed
2024-06-20,weightlifting,0.6,0.4,Not Completed
2024-06-21,Reading,2.9,3.2,Completed
2024-06-21,Housework,2.6,1.9,Not Completed
2024-06-21,Study History,1.4,1.6,Completed
2024-06-21,Webpage Design,3.0,2.5,Not Completed
2024-06-22,weightlifting,0.7,1.0,Completed
2024-06-22,Study Blender,2.8,3.3,Completed
2024-06-22,Study Programming,2.7,1.9,Not Completed
2024-06-22,Webpage Design,1.2,1.3,Completed
2024-06-22,Study History,0.8,1.0,Completed
2024-06-22,Housework,3.5,4.1,Completed
2024-06-23,Reading,1.6,2.1,Completed
2024-06-23,Housework,2.2,2.8,Completed
2024-06-23,Yoga,3.2,4.4,Completed
2024-06-24,Yoga,2.6,3.0,Completed
2024-06-24,weightlifting,2.2,2.4,Completed
2024-06-24,Housework,3.0,2.4,Not Completed
2024-06-25,Reading,1.1,1.2,Completed
2024-06-25,Housework,2.4,2.9,Completed
2024-06-26,Study Programming,1.6,2.1,Completed
2024-06-26,Study History,0.8,1.1,Completed
2024-06-26,weightlifting,3.1,2.7,Not Completed
2024-06-27,weightlifting,3.7,5.3,Completed
2024-06-27,Study History,3.3,3.2,Not Completed
2024-06-27,Study Blender,1.8,2.7,Completed
2024-06-28,Study Blender,3.7,4.8,Completed
2024-06-28,Webpage Design,1.5,2.1,Completed
2024-06-29,Webpage Design,1.2,1.6,Completed
2024-06-29,Yoga,1.5,1.7,Completed
2024-06-29,Reading,1.7,2.5,Completed
2024-06-30,weightlifting,1.4,1.5,Completed
2024-06-30,Study Programming,0.9,0.7,Not Completed
2024-07-01,Study Blender,3.5,5.0,Completed
2024-07-01,Reading,0.8,0.7,Not Completed
2024-07-01,Study Programming,1.1,1.6,Completed
2024-07-02,Study Blender,1.9,1.4,Not Completed
2024-07-02,Webpage Design,0.6,0.4,Not Completed
2024-07-02,Yoga,0.6,0.7,Completed
2024-07-02,Housework,1.8,1.6,Not Completed
2024-07-03,Study Programming,2.2,3.3,Completed
2024-07-03,Yoga,0.8,1.2,Completed
2024-07-04,weightlifting,1.5,1.3,Not Completed
2024-07-04,Webpage Design,1.6,1.7,Completed
2024-07-04,Reading,1.7,2.5,Completed
2024-07-04,Study Programming,2.0,1.5,Not Completed
2024-07-05,Reading,2.3,3.4,Completed
2024-07-05,Study Blender,1.2,1.3,Completed
2024-07-05,weightlifting,1.0,1.1,Completed
2024-07-06,Study History,1.3,1.4,Completed
2024-07-06,Housework,2.5,3.5,Completed
2024-07-06,Study Programming,3.7,3.4,Not Completed
2024-07-06,Study Blender,3.6,3.7,Completed
2024-07-06,Webpage Design,3.6,5.1,Completed
2024-07-06,weightlifting,1.3,1.4,Completed
2024-07-07,Study Blender,0.9,0.8,Not Completed
2024-07-07,Yoga,3.3,3.8,Completed
2024-07-07,Study Programming,4.0,3.6,Not Completed
2024-07-07,weightlifting,0.9,0.8,Not Completed
2024-07-08,Reading,2.3,2.9,Completed
2024-07-08,Study Programming,1.5,2.2,Completed
2024-07-08,Webpage Design,1.0,0.9,Not Completed
2024-07-08,Yoga,2.4,2.2,Not Completed
2024-07-08,Study History,3.1,4.6,Completed
2024-07-09,Reading,0.6,0.7,Completed
2024-07-09,Yoga,1.9,1.6,Not Completed
2024-07-09,Housework,0.5,0.6,Completed
2024-07-10,Webpage Design,2.5,2.0,Not Completed
2024-07-10,Study History,2.4,3.6,Completed
2024-07-10,Study Programming,1.9,2.8,Completed
2024-07-10,Reading,1.9,2.5,Completed
2024-07-11,Housework,3.0,3.6,Completed
2024-07-11,Reading,0.9,1.1,Completed
2024-07-11,Yoga,2.6,2.7,Completed
2024-07-12,Study Blender,3.3,3.9,Completed
2024-07-12,Webpage Design,0.6,0.7,Completed
2024-07-12,Study History,1.0,1.5,Completed
2024-07-12,weightlifting,2.1,1.7,Not Completed
2024-07-12,Housework,2.2,2.2,Completed
2024-07-13,Housework,1.7,1.9,Completed
2024-07-13,Yoga,3.9,4.9,Completed
2024-07-13,Webpage Design,2.8,4.1,Completed
2024-07-13,Study History,0.6,0.5,Not Completed
2024-07-13,Reading,2.5,2.5,Completed
2024-07-14,Study Blender,3.0,4.4,Completed
2024-07-14,Yoga,1.8,1.4,Not Completed
2024-07-14,Study History,3.5,3.8,Completed
2024-07-15,Webpage Design,0.9,0.8,Not Completed
2024-07-15,Study History,1.8,1.7,Not Completed
2024-07-15,Yoga,3.3,3.6,Completed
2024-07-15,Study Programming,3.8,2.9,Not Completed
2024-07-15,Housework,1.6,2.4,Completed
2024-07-15,Study Blender,3.7,3.4,Not Completed
2024-07-16,Housework,1.0,1.4,Completed
2024-07-16,Study Programming,1.4,2.0,Completed
2024-07-17,Study Blender,2.4,1.9,Not Completed
2024-07-17,Study Programming,0.6,0.5,Not Completed
2024-07-17,Housework,2.7,3.3,Completed
2024-07-18,Reading,2.9,2.3,Not Completed
2024-07-18,Housework,1.8,2.6,Completed
2024-07-18,weightlifting,0.9,0.7,Not Completed
2024-07-18,Study History,1.9,2.0,Completed
2024-07-18,Webpage Design,1.8,1.3,Not Completed
2024-07-19,Webpage Design,1.8,2.6,Completed
2024-07-19,Reading,3.0,4.4,Completed
2024-07-19,Study Blender,2.6,2.8,Completed
2024-07-19,Housework,3.2,2.9,Not Completed
